0
Tengen Toppa Gurren Lagann Movie: Lagann-hen baja 24 lugares.
Hajime no Ippo: Rising baja 32 lugares.
Evangelion: 2.0 You Can (Not) Advance sube 3 lugares.
No Game No Life sube 23 lugares.
JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season baja 18 lugares.
Ghost in the Shell: Stand Alone Complex 2nd GIG baja 10 lugares.
Magi: The Kingdom of Magic sube 8 lugares.
Barakamon sube 6 lugares.
Bakuman. 2nd Season baja 4 lugares.
JoJo no Kimyou na Bouken (TV) sube un lugar.
Noragami Aragoto sube 13 lugares.
Kara no Kyoukai 7: Satsujin Kousatsu (Kou) baja 14 lugares.
Tonari no Totoro sube 13 lugares.
Shokugeki no Souma: Ni no Sara sube 4 lugares.
Toradora! sube 22 lugares.
Katanagatari sube 6 lugares.
Bakemono no Ko baja 25 lugares.
Uchuu Kyoudai baja 30 lugares.
Shouwa Genroku Rakugo Shinjuu baja 30 lugares.
Kuroko no Basket sube 12 lugares.
Slam Dunk baja 21 lugares.
JoJo no Kimyou na Bouken: Diamond wa Kudakenai baja 25 lugares.
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari baja 7 lugares.
Shirobako baja 3 lugares.
Hunter x Hunter baja 2 lugares.
Yuu☆Yuu☆Hakusho sube 2 lugares.
Ghost in the Shell: Stand Alone Complex sube 3 lugares.
Sakamichi no Apollon baja 3 lugares.
Ookami to Koushinryou II sube 5 lugares.
Chihayafuru 2 baja 22 lugares.
Kaze no Tani no Nausicaä baja 2 lugares.
Neon Genesis Evangelion: The End of Evangelion sube 6 lugares.
Toki wo Kakeru Shoujo sube 8 lugares.
Fate/stay night: Unlimited Blade Works 2nd Season sube 5 lugares.
Steins;Gate: Oukoubakko no Poriomania se queda en el mismo lugar.
Nodame Cantabile baja 3 lugares.
Mononoke baja 17 lugares.
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari baja 19 lugares.
Rurouni Kenshin: Meiji Kenkaku Romantan sube 4 lugares.
Nanatsu no Taizai sube 6 lugares.
Kino no Tabi: The Beautiful World baja 10 lugares.
Fate/stay night: Unlimited Blade Works sube 3 lugares.
Kizumonogatari I: Tekketsu-hen baja 7 lugares.
Natsume Yuujinchou sube 3 lugares.
Shingeki no Kyojin: Kuinaki Sentaku baja 5 lugares.
Stranger: Mukou Hadan baja 2 lugares.
Owarimonogatari baja 5 lugares.
Higurashi no Naku Koro ni Kai sube 3 lugares.
Sakurasou no Pet na Kanojo sube 4 lugares.
NHK ni Youkoso! sube 2 lugares.
Berserk sube 5 lugares.
Angel Beats! sube 5 lugares.
One Piece Film: Strong World baja 5 lugares.
Bakemonogatari sube 4 lugares.
Ouran Koukou Host Club sube 5 lugares.
Beck baja 2 lugares.
Cowboy Bebop: Tengoku no Tobira baja 2 lugares.
One Outs baja 9 lugares.
Kuroshitsuji: Book of Murder baja 9 lugares.
Durarara!! sube 2 lugares.
Bungou Stray Dogs 2nd Season se queda en el mismo lugar.
One Piece Film: Z baja 3 lugares.
Tenkuu no Shiro Laputa sube 3 lugares.
Planetes se queda en el mismo lugar.
Shelter se queda en el mismo lugar.
Nodame Cantabile Finale baja 3 lugares.
InuYasha: Kanketsu-hen sube 3 lugares.
Kuroshitsuji: Book of Circus baja un lugar.
Katekyo Hitman Reborn! se queda en el mismo lugar.
Ookami to Koushinryou baja 2 lugares.
Gin no Saji 2nd Season sube un lugar.
Little Busters!: Refrain sube un lugar.
SKET Dance sube un lugar.
Boku no Hero Academia baja 3 lugares.
xxxHOLiC Kei sube 3 lugares.
Kotonoha no Niwa sube un lugar.
K-On! Movie sube 2 lugares.
Bakuman. baja 3 lugares.
Danshi Koukousei no Nichijou baja 3 lugares.
Gyakkyou Burai Kaiji: Ultimate Survivor sube 3 lugares.
Redline sube 3 lugares.
Sekaiichi Hatsukoi 2 sube 12 lugares.
Tokyo Godfathers sube 3 lugares.
Mimi wo Sumaseba sube 5 lugares.
Ghost in the Shell baja 5 lugares.
Fate/stay night: Unlimited Blade Works - Prologue sube 4 lugares.
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari sube 6 lugares.
Chihayafuru sube 3 lugares.
Nodame Cantabile: Paris-hen sube 16 lugares.
Baccano! Specials sube 10 lugares.
Nagi no Asukara baja 3 lugares.
Death Parade baja 11 lugares.
Kamisama Hajimemashita◎ sube 8 lugares.
Kami nomi zo Shiru Sekai: Megami-hen sube 5 lugares.
Trigun baja 10 lugares.
Fullmetal Alchemist baja 14 lugares.
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku baja 2 lugares.
Dragon Ball Z baja 6 lugares.
Gankutsuou sube 4 lugares.
Diamond no Ace sube 12 lugares.
Initial D First Stage sube 28 lugares.
Kaze Tachinu sube 18 lugares.
Black Lagoon: The Second Barrage baja 7 lugares.
Neon Genesis Evangelion baja 17 lugares.
Eve no Jikan sube 3 lugares.
Skip Beat! baja 4 lugares.
Princess Tutu sube 18 lugares.
Summer Wars baja 10 lugares.
Detroit Metal City se queda en el mismo lugar.
Junjou Romantica 2 sube 12 lugares.
Tengen Toppa Gurren Lagann Movie: Gurren-hen sube 25 lugares.
Magi: Sinbad no Bouken (TV) sube 22 lugares.
Shoujo Kakumei Utena sube 22 lugares.
Sakasama no Patema sube 10 lugares.
Majo no Takkyuubin baja 11 lugares.
Detective Conan baja 5 lugares.
JoJo no Kimyou na Bouken: Stardust Crusaders baja 3 lugares.
Seirei no Moribito baja un lugar.
Kuragehime sube 2 lugares.
Hikaru no Go sube 28 lugares.
Shijou Saikyou no Deshi Kenichi baja 6 lugares.
Mobile Suit Gundam 00 Second Season sube 15 lugares.
Mobile Suit Gundam 00 baja 4 lugares.
Dennou Coil sube 27 lugares.
Durarara!!x2 Ketsu sube 5 lugares.
Perfect Blue se queda en el mismo lugar.
Clannad baja 30 lugares.
Working!!! sube 28 lugares.
Final Fantasy VII: Advent Children Complete sube 32 lugares.
Tamako Love Story sube 37 lugares.
Kara no Kyoukai 3: Tsuukaku Zanryuu sube 10 lugares.
Tsukimonogatari sube 6 lugares.
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie sube 17 lugares.
Nurarihyon no Mago: Sennen Makyou sube 38 lugares.
Kokoro Connect: Michi Random sube 11 lugares.
ef: A Tale of Melodies. sube 17 lugares.
Fullmetal Alchemist: Brotherhood Specials sube 52 lugares.
Yowamushi Pedal sube 27 lugares.
Akagami no Shirayuki-hime 2nd Season sube 38 lugares.
ReLIFE baja 22 lugares.
Tokyo Magnitude 8.0 sube 4 lugares.
Fairy Tail (2014) baja 29 lugares.
School Rumble Ni Gakki sube 31 lugares.
Gin no Saji sube 10 lugares.
Sekaiichi Hatsukoi sube 30 lugares.
Zankyou no Terror baja 39 lugares.
Trigun: Badlands Rumble sube 56 lugares.
Isekai no Seikishi Monogatari sube 48 lugares.
Akatsuki no Yona baja 18 lugares.
Full Metal Panic? Fumoffu baja 10 lugares.
Kaichou wa Maid-sama! baja 45 lugares.
Hachimitsu to Clover sube 3 lugares.
Gosick baja 21 lugares.
Lovely★Complex baja 27 lugares.
Black Lagoon: Roberta&#039;s Blood Trail sube 21 lugares.
Gekkan Shoujo Nozaki-kun baja 33 lugares.
Evangelion: 1.0 You Are (Not) Alone baja 15 lugares.
Magi: The Labyrinth of Magic baja 42 lugares.
Jigoku Shoujo Futakomori sube 40 lugares.
Grisaia no Meikyuu: Caprice no Mayu 0 sube 57 lugares.
Darker than Black: Kuro no Keiyakusha baja 51 lugares.
Eyeshield 21 sube 35 lugares.
Tiger &amp; Bunny sube 20 lugares.
Toaru Kagaku no Railgun S sube 2 lugares.
Kobato. sube 30 lugares.
Sakigake!! Cromartie Koukou sube 74 lugares.
Saint Seiya sube 61 lugares.
Karigurashi no Arrietty sube 24 lugares.
Kanon (2006) baja 12 lugares.
Tanaka-kun wa Itsumo Kedaruge sube 23 lugares.
Kurenai no Buta sube 59 lugares.
Cardcaptor Sakura baja 20 lugares.
Zoku Sayonara Zetsubou Sensei sube 53 lugares.
Boruto: Naruto the Movie sube 57 lugares.
Nisemonogatari baja 36 lugares.
Kimi ni Todoke 2nd Season baja 16 lugares.
Phantom: Requiem for the Phantom baja 9 lugares.
Carnival Phantasm sube 63 lugares.
D.Gray-man Hallow sube 63 lugares.
Jormungand: Perfect Order sube 42 lugares.
Love Live! School Idol Project 2nd Season sube 29 lugares.
Eureka Seven baja 33 lugares.
Paprika baja 10 lugares.
Durarara!!x2 Ten sube 2 lugares.
Prince of Tennis sube 39 lugares.
Hanamonogatari sube 4 lugares.
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen baja 9 lugares."
Kill la Kill baja 60 lugares.
Grisaia no Rakuen sube 9 lugares.
Ansatsu Kyoushitsu (TV) baja 47 lugares.
Death Billiards sube 29 lugares.
Junjou Romantica sube 8 lugares.
Durarara!!x2 Shou baja 22 lugares.
ef: A Tale of Memories. baja 9 lugares.
D.Gray-man baja 51 lugares.
Kara no Kyoukai 4: Garan no Dou sube 19 lugares.
Kimi ni Todoke baja 50 lugares.
Durarara!! Specials sube 23 lugares.
xxxHOLiC baja 11 lugares.
Macross F sube 39 lugares.
Haibane Renmei sube 5 lugares.
Darker than Black: Kuro no Keiyakusha Gaiden baja 8 lugares.
Zetsuen no Tempest baja 45 lugares.
Fairy Tail baja 71 lugares.
Golden Boy sube 13 lugares.
Akira baja 36 lugares.
Kamisama Hajimemashita baja 26 lugares.
Kami nomi zo Shiru Sekai II baja 26 lugares.
Kara no Kyoukai 2: Satsujin Kousatsu (Zen) sube 29 lugares.
Black Lagoon baja 46 lugares.
Mawaru Penguindrum baja 10 lugares.
Non Non Biyori sube 4 lugares.
K-On!! baja 34 lugares.
Dragon Ball baja 45 lugares.
Higurashi no Naku Koro ni baja 52 lugares.
Ore Monogatari!! baja 29 lugares.
Little Witch Academia sube 27 lugares.
Hyouka baja 56 lugares.
Full Metal Panic! The Second Raid baja 11 lugares.
Hibike! Euphonium sube 13 lugares.
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen sube 16 lugares."
Azumanga Daioh baja 8 lugares.
Nekomonogatari: Kuro baja 12 lugares.
Hanasaku Iroha sube 11 lugares.
School Rumble baja 13 lugares.
Noragami baja 67 lugares.
Log Horizon baja 47 lugares.
Sayonara Zetsubou Sensei baja un lugar.
Yahari Ore no Seishun Love Comedy wa Machigatteiru. baja 45 lugares.
Byousoku 5 Centimeter baja 39 lugares.
Beelzebub baja 12 lugares.
Prison School baja 3 lugares.
Overlord baja 10 lugares.
Kono Subarashii Sekai ni Shukufuku wo! baja 9 lugares.
FLCL baja 28 lugares.
Ergo Proxy se queda en el mismo lugar.
Higashi no Eden baja 5 lugares.
Kokoro Connect sube 5 lugares.
Kuroshitsuji baja 30 lugares.
Suzumiya Haruhi no Yuuutsu baja 27 lugares.
Soul Eater baja 39 lugares.
Tokyo Ghoul baja 37 lugares.
Hataraku Maou-sama! baja 9 lugares.
Mirai Nikki (TV) baja 40 lugares.
